datelastmodified	institutioncode	collectioncode	catalognumber	scientificname	basisofrecord	kingdom	phylum	class	ordem	family	genus	species	subspecies	scientificnameauthor	identifiedby	yearidentified	monthidentified	dayidentified	typestatus	collectornumber	fieldnumber	collector	yearcollected	monthcollected	daycollected	julianday	timeofday	continentocean	country	stateprovince	county	locality	longitude	latitude	longitude_mun	latitude_mun	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes
"2019-11-21 10:04:49-03"	IBt	SP	130746	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			5705		"Eiten, G; et al."							Brasil	"São Paulo"	"Mogi Guaçu"	"Fazenda Campininha, Campos das Sete Lagoas, just north of Rio Moji-Guaçu, ca. 6 km N of Padua Sales about 27 km NW of city of Moji-Mirim"	-47.119444	-22.188333					575	650									
"2019-11-21 10:04:49-03"	IBt	SP	139408	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			3259		"Eiten, G; et al."	1961	07	10				Brasil	"São Paulo"	"Mogi Guaçu"	"Fazenda Campininha, \"Campos das Sete Lagôas, just north os Rio Moji-Guaçu, about 10 km north-NE of river & village of Padua Sales (about 30 km NW of City of Moji-Mirim)"	0	0	-46.9421997070312	-22.372200012207	39309												
"2019-11-21 10:04:49-03"	IBt	SP	166538	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			999		"Mantovani, W"	1980	09	16				Brasil	"São Paulo"	"Mogi Guaçu"	"Reserva Biológica da Fazenda Campininha, Martinho Prado"	0	0	-46.9421997070312	-22.372200012207	39309												
"2019-11-21 10:04:49-03"	IBt	SP	168318	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			1488		"Mantovani, W"	1980	12	23				Brasil	"São Paulo"	"Mogi Guaçu"	"Fazenda Campininha, Martinho Prado, Reserva Biológica"	0	0	-46.9421997070312	-22.372200012207	39309												
"2019-11-21 10:04:49-03"	IBt	SP	184730	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			s.n.		"Sato, A"	1982	08	26				Brasil	"São Paulo"	"São Carlos"	"Fazenda Conchin"	0	0	-47.8899993896484	-22.0100002288818	45913												
"2019-11-21 10:04:49-03"	IBt	SP	185676	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			622		"Barros, F"	1981	02	09				Brasil	"São Paulo"	"Mogi Guaçu"	"Fazenda Campininha"	0	0	-46.9421997070312	-22.372200012207	39309												
"2019-11-21 10:04:49-03"	IBt	SP	198200	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			8189		"Forero, E; et al."	1980	09	22				Brasil	"São Paulo"	"Mogi Guaçu"	"Fazenda Campininha, Padua Sales"	0	0	-46.9421997070312	-22.372200012207	39309		650	650									
"2019-11-21 10:04:49-03"	IBt	SP	20486	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			s.n.		"Hoehne, FC"	1927	05	23				Brasil	"São Paulo"	Franca		0	0	-47.4000015258789	-20.5300006866455	27521												
"2019-11-21 10:04:49-03"	IBt	SP	217092	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			1192		"Bicudo, LRH; et al."	1986	05	13				Brasil	"São Paulo"	Botucatu	"Fazenda Gold Farm. À margem da rodovia municipal (estrada do Roberto), que liga Vitoriana ao Rio Bonito Campo e Náutica, a mais ou menos 5 km de Vitoriana"	0	0	-48.439998626709	-22.8799991607666	40412												
"2019-11-21 10:04:49-03"	IBt	SP	232381	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			372		"Barros, F"	1980	09	22				Brasil	"São Paulo"	"Mogi Guaçu"	"Fazenda Campininha, Próximo Pádua Sales"	0	0	-46.9421997070312	-22.372200012207	39309												
"2019-11-21 10:04:49-03"	IBt	SP	251477	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			90		"Rodrigues, A"	1990	10	02				Brasil	"São Paulo"	Jaboticabal	"Faz. Sta. Isabel"	0	0	-48.3199996948242	-21.25	22420												
"2019-11-21 10:04:49-03"	IBt	SP	259295	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			2625		"Barros, F"	1993	02	10				Brasil	"São Paulo"	Itirapina	"Cerrado do Valério"	0	0	-47.8199996948242	-22.25	22843												
"2019-11-21 10:04:49-03"	IBt	SP	262122	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			s.n.		"Lorenzi, H"	1991	06	19				Brasil	"São Paulo"	Brodosqui		0	0															
"2019-11-21 10:04:49-03"	IBt	SP	26646	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			s.n.		"Andrade, N"	1930	10					Brasil	"São Paulo"		"Estrada do Prata"	0	0															
"2019-11-21 10:04:49-03"	IBt	SP	294126	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			821		"Nicolau, SA; et al."	1994	08	27				Brasil	"São Paulo"	"Mogi das Cruzes"	"Capela de Santo Alberto, estrada leste da capela lado norte"	0	0	-46.1883010864258	-23.5228004455566	28666												
"2019-11-21 10:04:49-03"	IBt	SP	303805	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			s.n.		"Hoehne, FC; Gehrt, A"	1936	11	10				Brasil	"São Paulo"	"Araçoiaba da Serra"	"Campo Largo"	0	0	-47.6100006103516	-23.5	18496												
"2019-11-21 10:04:49-03"	IBt	SP	313201	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			35		"Batalha, MA; Mantovani, W"	1994	04	13				Brasil	"São Paulo"	Pirassununga	"Cerrado de Emas"	0	0	-47.4199981689453	-21.9899997711182	24621												
"2019-11-21 10:04:49-03"	IBt	SP	319843	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			1589		"Batalha, MA"	1997	02	27				Brasil	"São Paulo"	"Santa Rita do Passa Quatro"	"A.R.I.E. Cerrado pé-de-Gigante"	-47.578056	-21.612222															
"2019-11-21 10:04:49-03"	IBt	SP	43180	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			s.n.		"Toledo Filho, JM"	1940	09	25				Brasil	"São Paulo"		"Campo Alegre"	0	0															
"2019-11-21 10:04:49-03"	IBt	SP	43812	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			s.n.		"Simão, S"	1940	02	29				Brasil	"São Paulo"			0	0															
"2019-11-21 10:04:49-03"	IBt	SP	47392	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			s.n.		"Kuhlmann, M; Gonçalves, P"	1942	10	16				Brasil	"São Paulo"	"Mogi Mirim"		0	0	-46.9500007629395	-22.4300003051758	19575												
"2019-11-21 10:04:49-03"	IBt	SP	65064	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			59		"Felippe, GM"	1962	09	13				Brasil	"São Paulo"	Itirapina	"5 km da rodovia Washington Luiz, na estrada Itirapina-Rio Claro"	0	0	-47.8199996948242	-22.25	22843												
"2019-11-21 10:04:49-03"	IBt	SP	75258	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			8356		"Mattos, JR; et al."	1960	09	23				Brasil	"São Paulo"	"Mogi Guaçu"	"Fazenda Campininha, 5,1 km NW de Padua Sales, cerrado quase fechado principalmente de árvores"	0	0	-46.9421997070312	-22.372200012207	39309												
"2019-11-21 10:04:49-03"	IBt	SP	76624	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			s.n.		"Sertorio, M"							Brasil	"São Paulo"	"São Simão"		0	0	-47.5499992370605	-21.4699993133545	27881												
"2019-11-21 10:04:49-03"	IBt	SP	80185	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			1302		"Kuhlmann, M"	1945	01	24				Brasil	"São Paulo"	Bofete	"Fazenda Cachoeira. Entre Bofete e Guaraí"	0	0	-48.25	-23.1000003814697	29333												
"2019-11-21 10:04:49-03"	IBt	SP	80203	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			3935		"Kuhlmann, M"	1956	09	20				Brasil	"São Paulo"	"Mogi Guaçu"	"Fazenda Campininha, Reserva Florestal, perto da Padua Sales"	0	0	-46.9421997070312	-22.372200012207	39309												
"2019-11-21 10:04:49-03"	IBt	SP	80818	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			589		"Handro, O"	1956	06	20				Brasil	"São Paulo"	"Mogi Guaçu"	"Reserva Florestal, Fazenda Campininha, perto de Pádua Sales"	0	0	-46.9421997070312	-22.372200012207	39309												
"2019-11-21 10:04:49-03"	IBt	SP	82708	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			107		"Elias de Paula, J"	1965	05	22				Brasil	"São Paulo"	Itirapina		0	0	-47.8199996948242	-22.25	22843												
"2019-11-21 10:04:49-03"	IBt	SP	84975	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			24		"Pinho, RA"	1962	09	20				Brasil	"São Paulo"	"São Simão"		0	0	-47.5499992370605	-21.4699993133545	27881												
"2019-11-21 10:04:49-03"	IBt	SP	99639	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			12		"Bicalho, HD"	1963	08	30				Brasil	"São Paulo"	Franca	"Jeriquara, arredores da cidade"	0	0	-47.4000015258789	-20.5300006866455	27521												
"2019-11-21 10:04:49-03"	IBt	SP	99758	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			63		"Pinho, RA"	1966	09	10				Brasil	"São Paulo"	Itirapina		0	0	-47.8199996948242	-22.25	22843												
