"","P","Sub","Number","Species","Ht","DBH","D30","Code","Max_DBH","Max_D30","CSA_BH","CSA_30","Density_expand","CSA_30_expand","CSA_BH_expand","DBH_eff","D30_eff","FG","Life.Form"
"2704",11,4,"2434","Myrcia fallax",2.3,"1+1.9+1.5","3+3.2","MYFA",1.9,3.2,5.38782685,15.1110479,4,60.4441916,21.5513074,1.30957953229327,2.1931702936997,"G","tree"
"2705",11,4,"2435","Gochnatia polymorpha",2.1,"1.2","2.1","GOPO",1.2,2.1,1.1309724,3.463602975,4,13.8544119,4.5238896,0.599999746600787,1.04999955655138,"G","tree"
"2706",11,4,"2436","Gochnatia polymorpha",3,"1.3+3.2","5.3","GOPO",3.2,5.3,9.369792175,22.061815775,1,22.061815775,9.369792175,1.7269908745532,2.64999888082014,"G","tree"
"2707",11,5,"2437","Gochnatia polymorpha",5,"6.2+11.8+8.5","20.8","GOPO",11.8,20.8,196.294397175,339.7943744,1,339.7943744,196.294397175,7.90458393739291,10.399995607747,"G","tree"
"2708",11,5,"2438","Gochnatia polymorpha",4.5,"14.3","16.3","GOPO",14.3,16.3,160.605934775,208.672261775,1,208.672261775,160.605934775,7.14999698032605,8.14999655799402,"G","tree"
"2709",11,5,"2439","Gochnatia polymorpha",3,"10.2","14.5","GOPO",10.2,14.5,81.7127559,165.129824375,1,165.129824375,81.7127559,5.09999784610669,7.24999693809284,"G","tree"
"2710",11,5,"2440","Lippia sidoides",2,"1.7","2.1","LISA",1.7,2.1,2.269798775,3.463602975,4,13.8544119,9.0791951,0.849999641017781,1.04999955655138,"S","shrub"
"2711",11,5,"2441","Gochnatia polymorpha",2,"1.2","1.5","GOPO",1.2,1.5,1.1309724,1.767144375,4,7.0685775,4.5238896,0.599999746600787,0.749999683250984,"G","tree"
"2712",11,5,"2442","Gochnatia polymorpha",2.5,"1.3+2.4+2.5+4.8+2.2+1.2+2.4+3.9","6.2+5.2","GOPO",4.8,6.2,50.257586025,51.4278283,1,51.4278283,50.257586025,3.99968579859591,4.04598395607948,"G","tree"
"2713",11,5,"2443","Campomanesia adamantium",1.7,"1.4","1.9","CAAD",1.4,1.9,1.5393791,2.835284975,4,11.3411399,6.1575164,0.699999704367585,0.949999598784579,"S","shrub"
"2714",11,5,"2444","Campomanesia adamantium",1.7,"1.2+1.4","2.5","CAAD",1.4,2.5,2.6703515,4.908734375,4,19.6349375,10.681406,0.921954056358404,1.24999947208497,"S","shrub"
"2715",11,5,"2445","Campomanesia adamantium",1.8,"1.7","2.5","CAAD",1.7,2.5,2.269798775,4.908734375,4,19.6349375,9.0791951,0.849999641017781,1.24999947208497,"S","shrub"
"2716",11,5,"2446","Campomanesia adamantium",1.8,"1.4","2.2","CAAD",1.4,2.2,1.5393791,3.8013239,4,15.2052956,6.1575164,0.699999704367585,1.09999953543478,"S","shrub"
"2717",11,5,"2447","Campomanesia adamantium",1.7,"1+1","1.5","CAAD",1,1.5,1.570795,1.767144375,4,7.0685775,6.28318,0.707106482552711,0.749999683250984,"S","shrub"
"2718",11,5,"2448","Campomanesia adamantium",1.7,"1.7+1+1.2","2.7","CAAD",1.7,2.7,4.186168675,5.725547775,4,22.9021911,16.7446747,1.15433915054693,1.34999942985177,"S","shrub"
"2719",11,5,"2449","Campomanesia adamantium",1.7,"1.2","1.5","CAAD",1.2,1.5,1.1309724,1.767144375,4,7.0685775,4.5238896,0.599999746600787,0.749999683250984,"S","shrub"
"2720",11,5,"2450","Campomanesia adamantium",1.7,"1.4","2.8","CAAD",1.4,2.8,1.5393791,6.1575164,4,24.6300656,6.1575164,0.699999704367585,1.39999940873517,"S","shrub"
"2721",11,5,"2451","Campomanesia adamantium",1.7,"1.4","2","CAAD",1.4,2,1.5393791,3.14159,4,12.56636,6.1575164,0.699999704367585,0.999999577667978,"S","shrub"
"2722",11,5,"2452","Lippia sidoides",2,"1.3","1.8","LISA",1.3,1.8,1.327321775,2.5446879,4,10.1787516,5.3092871,0.649999725484186,0.89999961990118,"S","shrub"
"2723",11,6,"2453","Gochnatia polymorpha",4,"7+15.5+14.5","11.5+22.5","GOPO",15.5,22.5,392.30605125,501.47630375,1,501.47630375,392.30605125,11.1747435998595,12.6342734326328,"G","tree"
"2724",11,6,"2454","Gochnatia polymorpha",4,"6.3","8.1","GOPO",6.3,8.1,31.172426775,51.529929975,1,51.529929975,31.172426775,3.14999866965413,4.04999828955531,"G","tree"
"2725",11,6,"2455","Tabebuia ochracea",3.5,"9.4","10","TAOC",9.4,10,69.3977231,78.53975,1,78.53975,69.3977231,4.6999980150395,4.99999788833989,"G","tree"
"2726",11,6,"2456","Gochnatia polymorpha",4,"7","7.2","GOPO",7,7.2,38.4844775,40.7150064,1,40.7150064,38.4844775,3.49999852183792,3.59999847960472,"G","tree"
"2727",11,6,"2457","Gochnatia polymorpha",3.5,"5.2","9.7","GOPO",5.2,9.7,21.2371484,73.898050775,1,73.898050775,21.2371484,2.59999890193674,4.84999795168969,"G","tree"
"2728",11,6,"2458","Ocotea corymbosa",8,"13.9+12.4","24.1","OCCO",13.9,24.1,272.509370575,456.166721975,1,456.166721975,272.509370575,9.3135614418838,12.0499949108991,"G","tree"
"2729",11,6,"2459","Annona crassiflora",6.5,"17","20","ANCR",17,20,226.9798775,314.159,1,314.159,226.9798775,8.49999641017782,9.99999577667978,"S","tree"
"2730",11,6,"2460","Pera obovata",8,"8.6","10.2","PEOB",8.6,10.2,58.0879991,81.7127559,1,81.7127559,58.0879991,4.29999818397231,5.09999784610669,"G","tree"
"2731",11,6,"2461","Myrcia tomentosa",5,"6","6.1","MYTO",6,6.1,28.27431,29.224640975,1,29.224640975,28.27431,2.99999873300394,3.04999871188733,"G","tree"
"2732",11,6,"2462","Annona crassiflora",7,"24","27.7","ANCR",24,27.7,452.38896,602.627647775,1,602.627647775,452.38896,11.9999949320157,13.8499941507015,"S","tree"
"2733",11,6,"2463","Ocotea corymbosa",8.5,"13","14.2","OCCO",13,14.2,132.7321775,158.3675519,1,158.3675519,132.7321775,6.49999725484186,7.09999700144265,"G","tree"
"2734",11,6,"2464","Myrcia fallax",4.5,"6.3","6.6","MYFA",6.3,6.6,31.172426775,34.2119151,1,34.2119151,31.172426775,3.14999866965413,3.29999860630433,"G","tree"
"2735",11,6,"2465","Pera obovata",6,"6","7","PEOB",6,7,28.27431,38.4844775,1,38.4844775,28.27431,2.99999873300394,3.49999852183792,"G","tree"
"2736",11,6,"2466","Ocotea corymbosa",7,"8","8.2","OCCO",8,8.2,50.26544,52.8101279,1,52.8101279,50.26544,3.99999831067191,4.09999826843871,"G","tree"
"2737",11,6,"2467","Ocotea corymbosa",6.5,"7.6","8.5","OCCO",7.6,8.5,45.3645596,56.744969375,1,56.744969375,45.3645596,3.79999839513832,4.24999820508891,"G","tree"
"2738",11,6,"2468","Pera obovata",8,"10.4","12.4","PEOB",10.4,12.4,84.9485936,120.7627196,1,120.7627196,84.9485936,5.19999780387349,6.19999738154147,"G","tree"
"2739",11,6,"2469","Tabebuia ochracea",4,"7.9","8.8","TAOC",7.9,8.8,49.016657975,60.8211824,1,60.8211824,49.016657975,3.94999833178851,4.3999981417391,"G","tree"
"2740",11,6,"2470","Tabebuia ochracea",3,"6.4","6.6","TAOC",6.4,6.6,32.1698816,34.2119151,1,34.2119151,32.1698816,3.19999864853753,3.29999860630433,"G","tree"
"2741",11,6,"2471","Gochnatia barrosii",5,"12.6","14.2","GOBA",12.6,14.2,124.6897071,158.3675519,1,158.3675519,124.6897071,6.29999733930826,7.09999700144265,"S","shrub"
"2742",11,6,"2472","Tabebuia ochracea",4,"9","11.2","TAOC",9,11.2,63.6171975,98.5202624,1,98.5202624,63.6171975,4.4999980995059,5.59999763494068,"G","tree"
"2743",11,6,"2473","Tabebuia ochracea",4,"7.8","8.9","TAOC",7.8,8.9,47.7835839,62.211335975,1,62.211335975,47.7835839,3.89999835290511,4.4499981206225,"G","tree"
"2744",11,6,"2474","Lippia sidoides",3,"1.4","2","LISA",1.4,2,1.5393791,3.14159,4,12.56636,6.1575164,0.699999704367585,0.999999577667978,"S","shrub"
"2745",11,6,"2475","Tabebuia ochracea",1,"3.3","6.9","TAOC",3.3,6.9,8.552978775,37.392774975,1,37.392774975,8.552978775,1.64999930315216,3.44999854295453,"G","tree"
"2746",11,7,"2476","Gochnatia polymorpha",4.5,"10.2","12.8","GOPO",10.2,12.8,81.7127559,128.6795264,1,128.6795264,81.7127559,5.09999784610669,6.39999729707506,"G","tree"
"2747",11,7,"2477","Gochnatia polymorpha",5,"7.8+5.6","11","GOPO",7.8,11,72.4136495,95.0330975,1,95.0330975,72.4136495,4.80103952602954,5.49999767717388,"G","tree"
"2748",11,7,"2478","Gochnatia polymorpha",6,"11.2","13.7","GOPO",11.2,13.7,98.5202624,147.411256775,1,147.411256775,98.5202624,5.59999763494068,6.84999710702565,"G","tree"
"2749",11,7,"2479","Gochnatia polymorpha",1.8,"1.5","2.6","GOPO",1.5,2.6,1.767144375,5.3092871,4,21.2371484,7.0685775,0.749999683250984,1.29999945096837,"G","tree"
"2750",11,7,"2480","Gochnatia polymorpha",1.8,"2","2.5","GOPO",2,2.5,3.14159,4.908734375,4,19.6349375,12.56636,0.999999577667978,1.24999947208497,"G","tree"
"2751",11,8,"2481","Pera obovata",5,"9.9+11.9+9.2","21.8","PEOB",11.9,21.8,254.67299335,373.2523079,1,373.2523079,254.67299335,9.00360658443736,10.899995396581,"G","tree"
"2752",11,8,"2482","Schefflera vinosa",4,"8.1+6.3","8.8+6.7","SCVI",8.1,8.8,82.70235675,96.077676175,1,96.077676175,82.70235675,5.13078724604946,5.53014232801176,"S","treelet"
"2753",11,8,"2483","Myrcia fallax",2,"1.1+1.5","2.5","MYFA",1.5,2.5,2.71747535,4.908734375,4,19.6349375,10.8699014,0.930053369095428,1.24999947208497,"G","tree"
"2754",11,8,"2484","Lippia sidoides",4,"2.4","2.9","LISA",2.4,2.9,4.5238896,6.605192975,4,26.4207719,18.0955584,1.19999949320157,1.44999938761857,"S","shrub"
"2755",11,8,"2485","Gochnatia polymorpha",2,"3.4","4.2","GOPO",3.4,4.2,9.0791951,13.8544119,4,55.4176476,36.3167804,1.69999928203556,2.09999911310275,"G","tree"
"2756",11,8,"2486","Gochnatia polymorpha",2,"1","2.8","GOPO",1,2.8,0.7853975,6.1575164,4,24.6300656,3.14159,0.499999788833989,1.39999940873517,"G","tree"
"2757",11,9,"2487","Gochnatia polymorpha",4,"5.5","6.1","GOPO",5.5,6.1,23.758274375,29.224640975,1,29.224640975,23.758274375,2.74999883858694,3.04999871188733,"G","tree"
"2758",11,9,"2488","Ocotea corymbosa",6,"7.5","9","OCCO",7.5,9,44.178609375,63.6171975,1,63.6171975,44.178609375,3.74999841625492,4.4999980995059,"G","tree"
"2759",11,9,"2489","Gochnatia polymorpha",3,"7.3","8.9","GOPO",7.3,8.9,41.853832775,62.211335975,1,62.211335975,41.853832775,3.64999845848812,4.4499981206225,"G","tree"
"2760",11,9,"2490","Gochnatia polymorpha",3,"5.5+6.6","8.4","GOPO",6.6,8.4,57.970189475,55.4176476,1,55.4176476,57.970189475,4.29563550756346,4.19999822620551,"G","tree"
"2761",11,9,"2491","Ocotea corymbosa",5.5,"6.6+8.5","10.1","OCCO",8.5,10.1,90.956884475,80.118398975,1,80.118398975,90.956884475,5.38075046298093,5.04999786722329,"G","tree"
"2762",11,9,"2492","Ouratea spectabilis",3,"2.7+2.1","4.6+5.4","OUSP",2.7,5.4,9.18915075,39.5212022,1,39.5212022,9.18915075,1.71026241534982,3.54682807225394,"S","tree"
"2763",11,9,"2493","Tabernaemontana catharinensis",1.8,"1.9","2.4","TACA",1.9,2.4,2.835284975,4.5238896,4,18.0955584,11.3411399,0.949999598784579,1.19999949320157,"F","tree"
"2764",11,9,"2494","Myrcia multiflora",1.9,"1.2","1.7","MYMU",1.2,1.7,1.1309724,2.269798775,4,9.0791951,4.5238896,0.599999746600787,0.849999641017781,"G","tree"
"2765",11,10,"2495","Gochnatia polymorpha",3,"9","9.3","GOPO",9,9.3,63.6171975,67.929029775,1,67.929029775,63.6171975,4.4999980995059,4.6499980361561,"G","tree"
"2766",11,10,"2496","Gochnatia polymorpha",3,"7.6","9.3","GOPO",7.6,9.3,45.3645596,67.929029775,1,67.929029775,45.3645596,3.79999839513832,4.6499980361561,"G","tree"
"2767",11,10,"2497","Gochnatia polymorpha",3.5,"13.6","15.4","GOPO",13.6,15.4,145.2671216,186.2648711,1,186.2648711,145.2671216,6.79999712814225,7.69999674804343,"G","tree"
"2768",11,10,"2498","Gochnatia polymorpha",3.5,"5.7","6","GOPO",5.7,6,25.517564775,28.27431,1,28.27431,25.517564775,2.84999879635374,2.99999873300394,"G","tree"
"2769",11,10,"2499","Myrcia fallax",4.5,"8.2","9.2","MYFA",8.2,9.2,52.8101279,66.4760444,1,66.4760444,52.8101279,4.09999826843871,4.5999980572727,"G","tree"
"2770",11,10,"2500","Gochnatia polymorpha",2.5,"7.6","9","GOPO",7.6,9,45.3645596,63.6171975,1,63.6171975,45.3645596,3.79999839513832,4.4999980995059,"G","tree"
"2771",11,10,"2501","Gochnatia polymorpha",2.2,"1.9","4.2","GOPO",1.9,4.2,2.835284975,13.8544119,4,55.4176476,11.3411399,0.949999598784579,2.09999911310275,"G","tree"
"2772",11,10,"2502","Campomanesia adamantium",1.9,"2+1+1.7","3+2.6","CAAD",2,3,6.196786275,12.3778646,4,49.5114584,24.7871451,1.40445659737157,1.98494248582279,"S","shrub"
"2773",11,10,"2503","Gochnatia polymorpha",2.2,"2","4.8","GOPO",2,4.8,3.14159,18.0955584,4,72.3822336,12.56636,0.999999577667978,2.39999898640315,"G","tree"
"2774",11,10,"2504","Ocotea corymbosa",3,"2","2.7","OCCO",2,2.7,3.14159,5.725547775,4,22.9021911,12.56636,0.999999577667978,1.34999942985177,"G","tree"
"2775",11,10,"2505","Myrcia fallax",3,"1.9+3.9+3.2","6.7","MYFA",3.9,6.7,22.82365135,35.256493775,1,35.256493775,22.82365135,2.69536525604917,3.34999858518773,"G","tree"
"2776",11,10,"2506","Gochnatia polymorpha",3,"2.4+1.2+3.6","3.7+3.3","GOPO",3.6,3.7,15.8336136,19.30507055,4,77.2202822,63.3344544,2.24499348393133,2.47891000432459,"G","tree"
"2777",11,10,"2507","Gochnatia polymorpha",1.9,"1.1","2","GOPO",1.1,2,0.950330975,3.14159,4,12.56636,3.8013239,0.549999767717388,0.999999577667978,"G","tree"
"2778",11,10,"2508","Gochnatia polymorpha",2.5,"4.1","4.7","GOPO",4.1,4.7,13.202531975,17.349430775,4,69.3977231,52.8101279,2.04999913421936,2.34999900751975,"G","tree"
"2779",11,10,"2509","Gochnatia polymorpha",3,"2.3+1.5","3.2","GOPO",2.3,3.2,5.92189715,8.0424704,4,32.1698816,23.6875886,1.37295244193257,1.59999932426877,"G","tree"
"2780",12,1,"3064","Pera obovata",12,"27","30.6","PEOB",27,30.6,572.5547775,735.4148031,1,735.4148031,572.5547775,13.4999942985177,15.2999935383201,"G","tree"
"2781",12,1,"3065","Rapanea umbellata",8,"7.5","8","RAUM",7.5,8,44.178609375,50.26544,1,50.26544,44.178609375,3.74999841625492,3.99999831067191,"G","tree"
"2782",12,1,"3066","Leptolobium elegans",11,"15.7","15.4","LEEL",15.7,15.4,193.592629775,186.2648711,1,186.2648711,193.592629775,7.84999668469363,7.69999674804343,"S","tree"
"2783",12,1,"3067","Ocotea minarum",7,"5","5.5","OCMI",5,5.5,19.6349375,23.758274375,1,23.758274375,19.6349375,2.49999894416995,2.74999883858694,"G","tree"
"2784",12,1,"3068","Gochnatia polymorpha",12,"30.5","30","GOPO",30.5,30,730.616024375,706.85775,1,706.85775,730.616024375,15.2499935594367,14.9999936650197,"G","tree"
"2785",12,1,"3069","Pera obovata",11,"16.4","19.4","PEOB",16.4,19.4,211.2405116,295.5922031,1,295.5922031,211.2405116,8.19999653687742,9.69999590337939,"G","tree"
"2786",12,1,"3070","Rapanea umbellata",7,"6","7.5","RAUM",6,7.5,28.27431,44.178609375,1,44.178609375,28.27431,2.99999873300394,3.74999841625492,"G","tree"
"2787",12,1,"3071","Pera obovata",10,"9.8","14","PEOB",9.8,14,75.4295759,153.93791,1,153.93791,75.4295759,4.89999793057309,6.99999704367585,"G","tree"
"2788",12,1,"3072","Rapanea umbellata",7,"5.8","7.4","RAUM",5.8,7.4,26.4207719,43.0083671,1,43.0083671,26.4207719,2.89999877523714,3.69999843737152,"G","tree"
"2789",12,1,"3073","Ocotea minarum",9,"18.5","19.6","OCMI",18.5,19.6,268.802294375,301.7183036,1,301.7183036,268.802294375,9.2499960934288,9.79999586114619,"G","tree"
"2790",12,1,"3074","Lithraea molleoides",10,"19.2","19.1","LIMO",19.2,19.1,289.5289344,286.520861975,1,286.520861975,289.5289344,9.59999594561259,9.54999596672919,"F","tree"
"2791",12,1,"3075","Lithraea molleoides",8,"15.2","17","LIMO",15.2,17,181.4582384,226.9798775,1,226.9798775,181.4582384,7.59999679027664,8.49999641017782,"F","tree"
"2792",12,1,"3076","Lithraea molleoides",9,"9","9.9","LIMO",9,9.9,63.6171975,76.976808975,1,76.976808975,63.6171975,4.4999980995059,4.94999790945649,"F","tree"
"2793",12,1,"3077","Leptolobium elegans",2,"8.5","10","LEEL",8.5,10,56.744969375,78.53975,1,78.53975,56.744969375,4.24999820508891,4.99999788833989,"S","tree"
"2794",12,1,"3078","Matayba elaeagnoides",2.8,"1.7","2.4","MAEL",1.7,2.4,2.269798775,4.5238896,4,18.0955584,9.0791951,0.849999641017781,1.19999949320157,"G","tree"
"2795",12,1,"3079","Pera obovata",6,"4.1","4.8","PEOB",4.1,4.8,13.202531975,18.0955584,4,72.3822336,52.8101279,2.04999913421936,2.39999898640315,"G","tree"
"2796",12,1,"3080","Casearia sylvestris",4,"1.8","2.1","CASY",1.8,2.1,2.5446879,3.463602975,4,13.8544119,10.1787516,0.89999961990118,1.04999955655138,"F","tree"
"2797",12,1,"3081","Cupania vernalis",2.5,"1.8","1.8","CUVE",1.8,1.8,2.5446879,2.5446879,4,10.1787516,10.1787516,0.89999961990118,0.89999961990118,"F","tree"
"2798",12,1,"3082","Gochnatia polymorpha",3.5,"3.1","3.2","GOPO",3.1,3.2,7.547669975,8.0424704,4,32.1698816,30.1906799,1.54999934538537,1.59999932426877,"G","tree"
"2799",12,1,"3083","Rapanea umbellata",5,"2.8","3.9","RAUM",2.8,3.9,6.1575164,11.945895975,4,47.7835839,24.6300656,1.39999940873517,1.94999917645256,"G","tree"
"2800",12,1,"3084","Pera obovata",4,"2.5","3.3","PEOB",2.5,3.3,4.908734375,8.552978775,4,34.2119151,19.6349375,1.24999947208497,1.64999930315216,"G","tree"
"2801",12,1,"3085","Rapanea ferruginea",4.5,"3","3.7","RAFE",3,3.7,7.0685775,10.752091775,4,43.0083671,28.27431,1.49999936650197,1.84999921868576,"G","tree"
"2802",12,2,"3086","Casearia sylvestris",7,"13.4+11.7","14.4","CASY",13.4,14.4,248.539038875,162.8600256,1,162.8600256,248.539038875,8.89451702885154,7.19999695920944,"F","tree"
"2803",12,2,"3087","Myrcia fallax",5,"5.9","5.6","MYFA",5.9,5.6,27.339686975,24.6300656,1,24.6300656,27.339686975,2.94999875412054,2.79999881747034,"G","tree"
"2804",12,2,"3088","Casearia sylvestris",2.5,"5","6","CASY",5,6,19.6349375,28.27431,1,28.27431,19.6349375,2.49999894416995,2.99999873300394,"F","tree"
"2805",12,2,"3089","Pera obovata",6,"5.1","6.1","PEOB",5.1,6.1,20.428188975,29.224640975,1,29.224640975,20.428188975,2.54999892305334,3.04999871188733,"G","tree"
"2806",12,2,"3090","Casearia sylvestris",6,"6.3","6.6","CASY",6.3,6.6,31.172426775,34.2119151,1,34.2119151,31.172426775,3.14999866965413,3.29999860630433,"F","tree"
"2807",12,2,"3091","Pera obovata",8,"6.2","7.1","PEOB",6.2,7.1,30.1906799,39.591887975,1,39.591887975,30.1906799,3.09999869077073,3.54999850072132,"G","tree"
"2808",12,2,"3092","Gochnatia polymorpha",6,"8.6","11.5","GOPO",8.6,11.5,58.0879991,103.868819375,1,103.868819375,58.0879991,4.29999818397231,5.74999757159087,"G","tree"
"2809",12,2,"3093","Pera obovata",8,"10.8","12.5","PEOB",10.8,12.5,91.6087644,122.718359375,1,122.718359375,91.6087644,5.39999771940708,6.24999736042486,"G","tree"
"2810",12,2,"3094","Leptolobium elegans",7,"13.3","15.4","LEEL",13.3,15.4,138.928963775,186.2648711,1,186.2648711,138.928963775,6.64999719149206,7.69999674804343,"S","tree"
"2811",12,2,"3095","Gochnatia polymorpha",3,"13.1","13.6","GOPO",13.1,13.6,134.782064975,145.2671216,1,145.2671216,134.782064975,6.54999723372526,6.79999712814225,"G","tree"
"2812",12,2,"3096","Gochnatia polymorpha",10,"24.1","26.6","GOPO",24.1,26.6,456.166721975,555.7158551,1,555.7158551,456.166721975,12.0499949108991,13.2999943829841,"G","tree"
"2813",12,2,"3097","Gochnatia polymorpha",8,"16.1","16.8","GOPO",16.1,16.8,203.582885975,221.6705904,1,221.6705904,203.582885975,8.04999660022723,8.39999645241102,"G","tree"
"2814",12,2,"3098","Gochnatia polymorpha",4,"5.5","6","GOPO",5.5,6,23.758274375,28.27431,1,28.27431,23.758274375,2.74999883858694,2.99999873300394,"G","tree"
"2815",12,2,"3099","Lithraea molleoides",7,"8.4","10","LIMO",8.4,10,55.4176476,78.53975,1,78.53975,55.4176476,4.19999822620551,4.99999788833989,"F","tree"
"2816",12,2,"3100","Aegiphila sellowiana",7,"9","10","AESE",9,10,63.6171975,78.53975,1,78.53975,63.6171975,4.4999980995059,4.99999788833989,NA,NA
"2817",12,2,"3101","Gochnatia polymorpha",9,"19.7","21.9","GOPO",19.7,21.9,304.804915775,376.684494975,1,376.684494975,304.804915775,9.84999584002959,10.9499953754644,"G","tree"
"2818",12,2,"3102","Pera obovata",10,"16.7","18.1","PEOB",16.7,18.1,219.039508775,257.304074975,1,257.304074975,219.039508775,8.34999647352762,9.0499961778952,"G","tree"
"2819",12,2,"3103","Leptolobium elegans",2.5,"4.1","4.36","LEEL",4.1,4.36,13.202531975,14.930092316,4,59.720369264,52.8101279,2.04999913421936,2.17999907931619,"S","tree"
"2820",12,2,"3104","Styrax camporum",5,"4.7","5.2","STCA",4.7,5.2,17.349430775,21.2371484,1,21.2371484,17.349430775,2.34999900751975,2.59999890193674,"S","tree"
"2821",12,2,"3105","Matayba elaeagnoides",2.5,"1.2","4.1","MAEL",1.2,4.1,1.1309724,13.202531975,4,52.8101279,4.5238896,0.599999746600787,2.04999913421936,"G","tree"
"2822",12,2,"3106","Myrcia fallax",2.5,"1.8","4","MYFA",1.8,4,2.5446879,12.56636,4,50.26544,10.1787516,0.89999961990118,1.99999915533596,"G","tree"
"2823",12,2,"3107","Pera obovata",1.6,"1","1.3","PEOB",1,1.3,0.7853975,1.327321775,4,5.3092871,3.14159,0.499999788833989,0.649999725484186,"G","tree"
"2824",12,3,"3108","Anadenanthera falcata",9,"17.5+15.4","20.6","ANFA",17.5,20.6,426.792855475,333.2912831,1,333.2912831,426.792855475,11.6555731412189,10.2999956499802,"G","tree"
"2825",12,3,"3109","Vochysia tucanorum",2.2,"7.5","8","VOTU",7.5,8,44.178609375,50.26544,1,50.26544,44.178609375,3.74999841625492,3.99999831067191,"G","tree"
"2826",12,3,"3110","Leptolobium elegans",1.9,"7.1","7.5","LEEL",7.1,7.5,39.591887975,44.178609375,1,44.178609375,39.591887975,3.54999850072132,3.74999841625492,"S","tree"
"2827",12,3,"3111","Tapirira guianensis",12,"23.3","27","TAGU",23.3,27,426.384448775,572.5547775,1,572.5547775,426.384448775,11.6499950798319,13.4999942985177,"G","tree"
"2828",12,3,"3112","Ocotea minarum",11,"21.5","23.4","OCMI",21.5,23.4,363.049994375,430.0522551,1,430.0522551,363.049994375,10.7499954599308,11.6999950587153,"G","tree"
"2829",12,3,"3113","Myrcia fallax",7,"7.9","7.2","MYFA",7.9,7.2,49.016657975,40.7150064,1,40.7150064,49.016657975,3.94999833178851,3.59999847960472,"G","tree"
"2830",12,3,"3114","Pera obovata",8,"8.2","9.9","PEOB",8.2,9.9,52.8101279,76.976808975,1,76.976808975,52.8101279,4.09999826843871,4.94999790945649,"G","tree"
"2831",12,3,"3115","Leptolobium elegans",7,"10.4","10.5","LEEL",10.4,10.5,84.9485936,86.590074375,1,86.590074375,84.9485936,5.19999780387349,5.24999778275689,"S","tree"
"2832",12,3,"3116","Leptolobium elegans",4,"11.1","11.5","LEEL",11.1,11.5,96.768825975,103.868819375,1,103.868819375,96.768825975,5.54999765605728,5.74999757159087,"S","tree"
"2833",12,3,"3117","Miconia ligustroides",7,"8.3","11.6","MILI",8.3,11.6,54.106033775,105.6830876,1,105.6830876,54.106033775,4.14999824732211,5.79999755047427,"S","treelet"
"2834",12,3,"3118","Gochnatia polymorpha",6,"8.8","10.2","GOPO",8.8,10.2,60.8211824,81.7127559,1,81.7127559,60.8211824,4.3999981417391,5.09999784610669,"G","tree"
"2835",12,3,"3119","Pera obovata",9,"14.9","16.1","PEOB",14.9,16.1,174.366098975,203.582885975,1,203.582885975,174.366098975,7.44999685362644,8.04999660022723,"G","tree"
"2836",12,3,"3120","Leptolobium elegans",10,"15.7","16.2","LEEL",15.7,16.2,193.592629775,206.1197199,1,206.1197199,193.592629775,7.84999668469363,8.09999657911062,"S","tree"
"2837",12,3,"3121","Gochnatia polymorpha",9,"13.2","14.5","GOPO",13.2,14.5,136.8476604,165.129824375,1,165.129824375,136.8476604,6.59999721260866,7.24999693809284,"G","tree"
"2838",12,3,"3122","Vochysia tucanorum",8,"7.1","7.2","VOTU",7.1,7.2,39.591887975,40.7150064,1,40.7150064,39.591887975,3.54999850072132,3.59999847960472,"G","tree"
"2839",12,3,"3123","Miconia ligustroides",7,"5","5.9","MILI",5,5.9,19.6349375,27.339686975,1,27.339686975,19.6349375,2.49999894416995,2.94999875412054,"S","treelet"
"2840",12,3,"3124","Matayba elaeagnoides",8,"13.9","14.5","MAEL",13.9,14.5,151.746650975,165.129824375,1,165.129824375,151.746650975,6.94999706479245,7.24999693809284,"G","tree"
"2841",12,3,"3125","Leptolobium elegans",2,"5.8","7.3","LEEL",5.8,7.3,26.4207719,41.853832775,1,41.853832775,26.4207719,2.89999877523714,3.64999845848812,"S","tree"
"2842",12,3,"3126","Leptolobium elegans",9,"13.3","14.1","LEEL",13.3,14.1,138.928963775,156.144876975,1,156.144876975,138.928963775,6.64999719149206,7.04999702255925,"S","tree"
"2843",12,3,"3127","Rapanea umbellata",4,"1.9","2.1","RAUM",1.9,2.1,2.835284975,3.463602975,4,13.8544119,11.3411399,0.949999598784579,1.04999955655138,"G","tree"
"2844",12,3,"3128","Rapanea umbellata",3,"1.5","2","RAUM",1.5,2,1.767144375,3.14159,4,12.56636,7.0685775,0.749999683250984,0.999999577667978,"G","tree"
"2845",12,3,"3129","Gochnatia polymorpha",2.5,"2.3","2.9","GOPO",2.3,2.9,4.154752775,6.605192975,4,26.4207719,16.6190111,1.14999951431817,1.44999938761857,"G","tree"
"2846",12,3,"3130","Gochnatia polymorpha",4.5,"3.2","4","GOPO",3.2,4,8.0424704,12.56636,4,50.26544,32.1698816,1.59999932426877,1.99999915533596,"G","tree"
"2847",12,3,"3131","Rapanea umbellata",3.2,"1","1.1","RAUM",1,1.1,0.7853975,0.950330975,4,3.8013239,3.14159,0.499999788833989,0.549999767717388,"G","tree"
"2848",12,4,"3132","Protium heptaphyllum",9,"10.9","12.6","PRHE",10.9,12.6,93.313076975,124.6897071,1,124.6897071,93.313076975,5.44999769829048,6.29999733930826,"G","tree"
