P,Sub,Number,Species,Ht,DBH,D30,,,,,
20,1,3427,Siparuna guianensis,3,1.3,1.7,,,,,
20,1,3428,Siparuna guianensis,4.5,1.8,2.1,,,,,
20,1,3429,Siparuna guianensis,5,2.8,3.2,,,,,
20,1,3431,Guatteria nigrescens,4,2.0+1.3,2.2,,,,,
20,2,3432,Amaioua intermedia,5,6.1,6.8,,,,,
20,2,3433,Siparuna guianensis,8,5,5,,,,,
20,2,3434,Ocotea corymbosa,10,11.4,12.3,,,,,
20,2,3435,Ocotea corymbosa,7,6.7,7.7,,,,,
20,2,3436,Siparuna guianensis,6,5.8,6.1,,,,,
20,2,3437,Ocotea corymbosa,11,13.7,15.4,,,,,
20,2,3438,Daphnopsis racemosa,6,8.6,9.2,,,,,
20,2,3439,Amaioua intermedia,7,8.4,9.5,,,,,
20,2,3440,Copaifera langsdorffii,13,21,25,,,,,
20,2,3441,Daphnopsis racemosa,10,10.8,12.6,,,,,
20,2,3442,Daphnopsis racemosa,8,7.4,8.3,,,,,
20,2,3443,Copaifera langsdorffii,8,5.9,7.3,,,,,
20,2,3444,Qualea multiflora,6,8.7,9,,,,,
20,2,3445,Ocotea corymbosa,9,9.6,9.8,,,,,
20,2,3446,Myrcia fallax,4,7.3,7.4,,,,,
20,2,3447,Daphnopsis racemosa,9,12.9,14.1,,,,,
20,2,3448,Daphnopsis racemosa,8,7.2,8.5,,,,,
20,2,3449,Platymenia reticulata,6,7.8,8.2,,,,,
20,2,3450,Siparuna guianensis,6,5.2,5.9,,,,,
20,2,3451,Ocotea corymbosa,10,12,13,,,,,
20,2,3452,Copaifera langsdorffii,10,13.5,16.4,,,,,
20,2,3453,Myrcia fallax,9,11.9,1.2,,,,,
20,2,3454,Pera obovata,9,14.2,17.3,,,,,
20,2,3455,Ocotea corymbosa,8,9.1,9.7,,,,,
20,2,3456,Platymenia reticulata,4,6.5,7.6,,,,,
20,2,3457,Siparuna guianensis,8,6.5,7.4,,,,,
20,2,3458,Siparuna guianensis,8,5.9,6.7,,,,,
20,2,3459,Syagrus flexuosa,3,5.9,6.5,,,,,
20,2,3460,Syagrus flexuosa,2,5.4,6.3,,,,,
20,2,3461,Guatteria nigrescens,4,2.9,3.1,,,,,
20,2,3462,Pera obovata,8,3.9,4.5,,,,,
20,2,3463,Siparuna guianensis,4,1.2,1.6,,,,,
20,2,3464,Amaioua intermedia,5,3.9,4.5,,,,,
20,2,3465,Siparuna guianensis,5,2.2,2.6,,,,,
20,2,3466,Siparuna guianensis,2.5,1.2,1.6,,,,,
20,2,3467,Siparuna guianensis,2.5,1.5,1.7,,,,,
20,2,3468,Siparuna guianensis,5,1.5,2.3,,,,,
20,2,3469,Lacistema hasslerianum,6,2.8,47,,,,,
20,2,3470,Amaioua intermedia,5,2.6,2.9,,,,,
20,2,3471,Tapirira guianensis,6,2.7,2.9,,,,,
20,2,3472,Lacistema hasslerianum,2.8,1.3,1.7,,,,,
20,2,3473,Siparuna guianensis,6,2.6,3,,,,,
20,3,3475,Copaifera langsdorffii,10,19.2,20,,,,,
20,3,3476,Ocotea corymbosa,9,8.3,9.5,,,,,
20,3,3477,Daphnopsis racemosa,9,9.9,10.5,,,,,
20,3,3478,Qualea multiflora,8,14.7,17.3,,,,,
20,3,3479,Daphnopsis racemosa,6,5.8,6.2,,,,,
20,3,3480,Ocotea corymbosa,12,16.2,17.2,,,,,
20,3,3481,Piptocarpha axillaris,13,28.4,37.8,,,,,
20,3,3482,Siparuna guianensis,7,7,7.4,,,,,
20,3,3483,Siparuna guianensis,7,5.5,6.4,,,,,
20,3,3484,Siparuna guianensis,6,5.4,6.5,,,,,
20,3,3485,Anadenanthera falcata,12,29.5,29.8,,,,,
20,3,3486,Siparuna guianensis,7,5.3,6.3,,,,,
20,3,3487,Siparuna guianensis,7,5.2,5.8,,,,,
20,3,3488,Myrcia multiflora,5,3.2,3.7,,,,,
20,3,3489,Siparuna guianensis,5,2.4,2.8,,,,,
20,3,3490,Amaioua intermedia,6,4,4.7,,,,,
20,3,3491,Siparuna guianensis,4,1.2,1.5,,,,,
20,3,3492,Siparuna guianensis,5,4.5,5.1,,,,,
20,3,3493,Aspidosperma tomentosum,1.7,2.2,3.5,,,,,
20,3,3494,Siparuna guianensis,7,4.9,5.6,,,,,
20,3,3495,Rapanea umbellata,2,1.1,1.5,,,,,
20,3,3496,Lacistema hasslerianum,4,1.3,16,,,,,
20,3,3497,Siparuna guianensis,4,3,3.3,,,,,
20,3,3498,Alibertia edulis,4,1.8,2.8,,,,,
20,3,3499,Siparuna guianensis,6,3,3.8,,,,,
20,3,3500,Pera obovata,6,3.4,4.3,,,,,
20,3,3501,Siparuna guianensis,1.6,1.3,1.5,,,,,
20,3,3502,Siparuna guianensis,3,1.4,1.7,,,,,
20,3,3503,Siparuna guianensis,5,3.2,3.7,,,,,
20,3,3504,Siparuna guianensis,2.5,1.2,1.9,,,,,
20,3,3505,Siparuna guianensis,5,2.5,3,,,,,
20,3,3506,Siparuna guianensis,6,3.2,3.9,,,,,
20,3,3507,Pera obovata,4,2.9,3.5,,,,,
20,4,3508,Amaioua intermedia,7,7.4+6.1,12.6,,,,,
20,4,3509,Siparuna guianensis,5,5,6,,,,,
20,4,3510,Siparuna guianensis,7,5.4,6.1,,,,,
20,4,3511,Siparuna guianensis,6,7.3,7.8,,,,,
20,4,3512,Siparuna guianensis,6,5.5,6,,,,,
20,4,3513,Ocotea corymbosa,9,16.7,19,,,,,
20,4,3514,Ocotea corymbosa,10,17.3+8.5,23.8,,,,,
20,4,3515,Siparuna guianensis,6,7.1,10.5,,,,,
20,4,3516,Qualea multiflora,6,14,14.3,,,,,
20,4,3517,Ocotea corymbosa,9,16.7,17.7,,,,,
20,4,3518,Siparuna guianensis,7,6,6.7,,,,,
20,4,3519,Qualea multiflora,4,10.4,13.4,,,,,
20,4,3520,Daphnopsis fasciculata,8,7.8,8.1,,,,,
20,4,3521,Vochysia tucanorum,9,13.3,15.8,,,,,
20,4,3522,Pera obovata,6,2.7,3,,,,,
20,4,3523,Amaioua intermedia,4.5,2,2.3,,,,,
20,4,3524,Pouteria ramiflora,4.5,2.6,3.2,,,,,
20,4,3525,Siparuna guianensis,5,2.8,3.3,,,,,
20,4,3526,Siparuna guianensis,7,4.5,5,,,,,
20,4,3527,Lacistema hasslerianum,3,2,2.4,,,,,
20,4,3528,Siparuna guianensis,4,3.7,4.1,,,,,
20,4,3529,Pouteria ramiflora,5,3.5,4.2,,,,,
20,4,3530,Siparuna guianensis,4,1.7,2,,,,,
20,4,3531,Siparuna guianensis,5,4.6,5.2,,,,,
20,4,3532,Myrcia multiflora,2.8,1.4,1.6,,,,,
20,4,3599,Ocotea corymbosa,8,6.7,6.6,,,,,
20,5,3533,Copaifera langsdorffii,6,7.9,9,,,,,
20,5,3534,Ocotea corymbosa,9,15.7+8.9,17.7+9,,,,,
20,5,3535,Anadenanthera falcata,10,15.1+21.2,16.5+23.9,,,,,
20,5,3536,Siparuna guianensis,7,6.2,7.1,,,,,
20,5,3537,Siparuna guianensis,6,5.1,5.6,,,,,
20,5,3538,Myrcia lingua,4,9+7.5,13.1,,,,,
20,5,3539,Qualea multiflora,9,15.9,15.2,,,,,
20,5,3540,Siparuna guianensis,5,5.2,5.9,,,,,
20,5,3541,Pera obovata,6,5.1,6.3,,,,,
20,5,3542,Qualea grandiflora,9,17.6,21.1,,,,,
20,5,3543,Ocotea corymbosa,9,14.1,16.7,,,,,
20,5,3544,Siparuna guianensis,6,5.5,6,,,,,
20,5,3545,Copaifera langsdorffii,6,7.5,9,,,,,
20,5,3546,Amaioua intermedia,6,6.7,6.3,,,,,
20,5,3547,Siparuna guianensis,6,5.1,6.1,,,,,
20,5,3548,Piptocarpha axillaris,9,10.8,11.9,,,,,
20,5,3549,Annona coriacea,6,8.1,9.8,,,,,
20,5,3550,Ocotea corymbosa,8,17.2,16,,,,,
20,5,3551,Siparuna guianensis,6,5.4,5.8,,,,,
20,5,3552,Siparuna guianensis,5,2,2.2,,,,,
20,5,3553,Copaifera langsdorffii,3.5,1.5,1.7,,,,,
20,5,3554,Pouteria ramiflora,4,2.5+1.7+2,3.5,,,,,
20,5,3555,Siparuna guianensis,5,2.2,2.7,,,,,
20,5,3556,Siparuna guianensis,6,4.7+2.4,5.4,,,,,
20,5,3557,Lacistema hasslerianum,4,1.6,2.1,,,,,
20,5,3558,Siparuna guianensis,2.5,1.8,1,,,,,
20,5,3559,Tapirira guianensis,5,2.4,2.4,,,,,
20,5,3560,Siparuna guianensis,5,2.1+3.1,3.8,,,,,
20,5,3561,Siparuna guianensis,4.5,1.7,1.9,,,,,
20,5,3562,Amaioua intermedia,4.5,2.3,2.6,,,,,
20,5,3563,Lacistema hasslerianum,3,1.2,1.4,,,,,
20,5,3564,Copaifera langsdorffii,3,1.2,1.5,,,,,
20,5,3565,Siparuna guianensis,6,4,4.5,,,,,
20,5,3566,Siparuna guianensis,4,1.4,1.6,,,,,
20,5,3567,Cupania tenuivalvis,4,1.8,1.8,,,,,
20,5,3568,Siparuna guianensis,5,3.1,3.5,,,,,
20,5,3569,Copaifera langsdorffii,1.7,1,1.3,,,,,
20,5,3570,Siparuna guianensis,5,1.9,2.2,,,,,
20,5,3571,Siparuna guianensis,2.5,1.2,1.6,,,,,
20,5,3572,Styrax camporum,10,11.8,16.6,,,,,
20,5,3582,Eugenia punicifolia,3,1.1,1.4,,,,,
20,6,3573,Anadenanthera falcata,10,24.5,27.3,,,,,
20,6,3574,Siparuna guianensis,5,5,5.6,,,,,
20,6,3575,Pera obovata,8,7,7.8,,,,,
20,6,3576,Ocotea corymbosa,9,15.9,16.2,,,,,
20,6,3577,Amaioua intermedia,7,7.9,86,,,,,
20,6,3578,Ocotea corymbosa,10,17,17.6,,,,,
20,6,3579,Siparuna guianensis,6,5.3,6.1,,,,,
20,6,3580,Annona coriacea,7,13.5,15.1,,,,,
20,6,3581,Pera obovata,8,9.1,10.4,,,,,
20,6,3583,Ocotea corymbosa,7,14.8,16.1,,,,,
20,6,3584,Amaioua intermedia,6,5.5,6,,,,,
20,6,3585,Siparuna guianensis,7,5.6,8.6,,,,,
20,6,3586,Amaioua intermedia,6,5.3,5.8,,,,,
20,6,3587,Amaioua intermedia,6,7.7,8.4,,,,,
20,6,3588,Ocotea corymbosa,8,9.7,10.5,,,,,
20,6,3589,Pera obovata,8,8.6,10,,,,,
20,6,3590,Siparuna guianensis,4,1.7,1.9,,,,,
20,6,3591,Siparuna guianensis,5,4.3,5.5,,,,,
20,6,3592,Siparuna guianensis,3,1.1,1.1,,,,,
20,6,3593,Siparuna guianensis,5,2.2,2.6,,,,,
20,6,3594,Siparuna guianensis,4,1.3,1.9,,,,,
20,6,3595,Siparuna guianensis,6,4.6,5,,,,,
20,6,3596,Siparuna guianensis,5,3.1,3.6,,,,,
20,6,3597,Siparuna guianensis,5,2.9,3.4,,,,,
20,6,3598,Amaioua intermedia,3,1,1.5,,,,,
20,6,3600,Siparuna guianensis,5,3.5,4.2,,,,,
20,6,3601,Siparuna guianensis,5,4.7,5.4,,,,,
20,6,3602,Lacistema hasslerianum,3.5,2.1,2.6,,,,,
20,6,3603,Siparuna guianensis,6,1.8,2.1,,,,,
20,6,3604,Pera obovata,6,2.6,3.2,,,,,
20,6,3605,Myrcia fallax,4.5,5.1,5.2,,,,,
20,6,3606,Siparuna guianensis,3,1.1,1.4,,,,,
20,6,3607,Amaioua intermedia,5,3.4,4.1,,,,,
20,6,3608,Siparuna guianensis,6,5.1,5.9,,,,,
20,6,3609,Siparuna guianensis,7,4.4,5.2,,,,,
20,6,3610,Siparuna guianensis,2.3,1,1.4,,,,,
20,6,3611,Siparuna guianensis,5,2.2,3.4,,,,,
20,6,3612,Siparuna guianensis,5,3.9,4.5,,,,,
20,6,3613,Copaifera langsdorffii,4,2.2,2.8,,,,,
20,6,3614,Cupania tenuivalvis,4,2.4,2.7,,,,,
20,6,3615,Siparuna guianensis,4,1.4,1.9,,,,,
20,6,3616,Siparuna guianensis,2,1.6,2,,,,,
20,6,3617,Amaioua intermedia,2.3,1,3.6,,,,,
20,6,3618,Siparuna guianensis,4,1,1.4,,,,,
20,6,3619,Siparuna guianensis,4.5,1.5,1.8,,,,,
20,7,3620,Ocotea corymbosa,11,10.4,10.6,,,,,
20,7,3621,Ocotea corymbosa,6,7.8,8,,,,,
20,7,3622,Alibertia edulis,7,5.9,6.8,,,,,
20,7,3623,Eugenia punicifolia,7,5.2,6,,,,,
20,7,3624,Ocotea corymbosa,13,27.7,30,,,,,
20,7,3625,Siparuna guianensis,8,7,8.5,,,,,
20,7,3626,Siparuna guianensis,8,6.8,8.1,,,,,
20,7,3627,Amaioua intermedia,8,6.4,6.9,,,,,
20,7,3628,Siparuna guianensis,7,5.3,6.7,,,,,
20,7,3629,Ocotea corymbosa,13,26.8,31,,,,,
20,7,3630,Pouteria torta,8,16.8,20.5,,,,,
20,7,3631,Ocotea corymbosa,12,11.1,13.7,,,,,
20,7,3632,Ocotea corymbosa,12,22,24.5,,,,,
20,7,3633,Pouteria torta,5,8.7,9.5,,,,,
20,7,3634,Ocotea corymbosa,13,23.4,24.5,,,,,
20,7,3635,Copaifera langsdorffii,12,18,19.5,,,,,
20,7,3636,Ocotea corymbosa,8,14.7,13.5,,,,,
20,7,3637,Ocotea corymbosa,6,6.8,7.2,,,,,
20,7,3638,Ocotea corymbosa,10,11.1,11.5,,,,,
20,7,3639,Amaioua intermedia,8,6.1,7,,,,,
20,7,3641,Eugenia punicifolia,6,3.3,4.1,,,,,
20,7,3642,Siparuna guianensis,7,5,5.5,,,,,
20,7,3643,Siparuna guianensis,4,1.9+1.3,2.4,,,,,
20,7,3644,Siparuna guianensis,6,4.7,5,,,,,
20,7,3645,Eugenia punicifolia,5,3.5,4.7,,,,,
20,7,3646,Lacistema hasslerianum,5,2.4,3.7,,,,,
20,7,3647,Siparuna guianensis,8,5.3,6,,,,,
20,7,3648,Siparuna guianensis,4,2,2.6,,,,,
20,7,3649,Eugenia punicifolia,2.5,2.6,3.3,,,,,
20,7,3650,Alibertia edulis,5,2.8,3.6,,,,,
20,7,3651,Siparuna guianensis,6,3.7,4.1,,,,,
20,7,3652,Amaioua intermedia,3.5,1.7,2.5,,,,,
20,7,3653,Siparuna guianensis,3,1.1,1.5,,,,,
20,7,3654,Brosimum gaudichaudii,5,2.4,3.8,,,,,
20,7,3655,Psychotria vellosiana,2.5,1.7+1.6,3.6,,,,,
20,7,3656,Lacistema hasslerianum,2,1.1,1.5,,,,,
20,7,3658,Copaifera langsdorffii,2,1,1.8,,,,,
20,7,3659,Pera obovata,2,1.3,1.8,,,,,
20,7,3660,Brosimum gaudichaudii,3.5,1.1,1.8,,,,,
20,7,3661,Guatteria nigrescens,3,1.9,2.1,,,,,
20,7,3662,Guatteria nigrescens,3,4.6,4.6,,,,,
20,7,3663,Lacistema hasslerianum,4,1.9,2.2,,,,,
20,7,3664,Siparuna guianensis,4,2.3,2.6,,,,,
20,8,3657,Lacistema hasslerianum,2.5,1.2,1.3,,,,,
20,8,3665,Siparuna guianensis,6,6.8,7.3,,,,,
20,8,3666,Copaifera langsdorffii,13,15.6,16.6,,,,,
20,8,3667,Siparuna guianensis,8,4,4.7,,,,,
20,8,3669,Guatteria nigrescens,8,8.6,8.6,,,,,
20,8,3670,Ocotea corymbosa,11,9.4,10.7,,,,,
20,8,3671,Vochysia tucanorum,9,10,11,,,,,
20,8,3672,Siparuna guianensis,8,5.6,6.4,,,,,
20,8,3673,Anadenanthera falcata,8,14.6,14.9,,,,,
20,8,3674,Siparuna guianensis,6,5.3,5,,,,,
20,8,3675,Anadenanthera falcata,8,6.2,6,,,,,
20,8,3676,Ocotea corymbosa,9,9.1+9.8,10.4+11.6,,,,,
20,8,3677,Alibertia edulis,7,8,8.2,,,,,
20,8,3678,Anadenanthera falcata,12,26.2,29.3,,,,,
20,8,3679,Guatteria nigrescens,3,1.1,1.1,,,,,
20,8,3680,Lacistema hasslerianum,4,1.7,2,,,,,
20,8,3681,Siparuna guianensis,6,1.7,2.2,,,,,
20,8,3682,Siparuna guianensis,3,1.6,2,,,,,
20,8,3683,Siparuna guianensis,6,4+2.9,4.9,,,,,
20,8,3684,Amaioua intermedia,6,3.5,4,,,,,
20,8,3685,Siparuna guianensis,5,2.8,3.1,,,,,
20,8,3686,Lacistema hasslerianum,4.5,2.2+1.5,2.7,,,,,
20,8,3687,Siparuna guianensis,6,4.1,4.1,,,,,
20,8,3688,Amaioua intermedia,3,2.5,2.8,,,,,
20,8,3689,Lacistema hasslerianum,3.5,1.9,2,,,,,
20,8,3690,Lacistema hasslerianum,4,1.2,1.6,,,,,
20,8,3691,Amaioua intermedia,5,4.5,5.2,,,,,
20,8,3692,Siparuna guianensis,4,1.5,1.6,,,,,
20,8,3693,Siparuna guianensis,3.5,1.5+1.4,2,,,,,
20,9,3640,Siparuna guianensis,7,6.5,7.1,,,,,
20,9,3668,Siparuna guianensis,7,6.4,7.6,,,,,
20,9,3694,Ocotea corymbosa,9,8.8,9.8,,,,,
20,9,3695,Ocotea corymbosa,9,16.7,16.4,,,,,
20,9,3696,Siparuna guianensis,6,5,7,,,,,
20,9,3697,Ocotea corymbosa,8,10.1,10.5,,,,,
20,9,3698,Ocotea corymbosa,8,9.9,10.3,,,,,
20,9,3699,Piptocarpha axillaris,13,21.3,24.5,,,,,
20,9,3700,Siparuna guianensis,7,6,7.3,,,,,
20,9,3701,Amaioua intermedia,7,6.7,7,,,,,
20,9,3702,Piptocarpha axillaris,2,24.2,25.6,,,,,
20,9,3703,Pera obovata,8,5.2,5.8,,,,,
20,9,3704,Ocotea corymbosa,4,9.2,9.9,,,,,
20,9,3705,Siparuna guianensis,8,6.9,8.2,,,,,
20,9,3706,Guatteria nigrescens,3,5.6,6.1,,,,,
20,9,3707,Siparuna guianensis,7,5,5.4,,,,,
20,9,3708,Copaifera langsdorffii,10,9.5,11.2,,,,,
20,9,3709,Nectandra cuspidata,8,5,5.1,,,,,
20,9,3710,Siparuna guianensis,7,3.3,3.5,,,,,
20,9,3711,Siparuna guianensis,3,1.7,1.9,,,,,
20,9,3712,Amaioua intermedia,4.5,3.6,4.3,,,,,
20,9,3713,Siparuna guianensis,3,1.5,1.6,,,,,
20,9,3714,Siparuna guianensis,3,1.6,2.2,,,,,
20,9,3715,Copaifera langsdorffii,6,3.5,4.1,,,,,
20,9,3716,Siparuna guianensis,7,3.3,4,,3.5,,,
20,9,3717,Amaioua intermedia,8,5.2,6,1.5,,,,
20,9,3718,Siparuna guianensis,5,2+1.5+1.5+1.3+3.3,2.2+1.9+1.9+1.5+3.5,,,,,
20,9,3719,Amaioua intermedia,3,1.4,1.5,,,,,
20,9,3720,Siparuna guianensis,3.5,2,2.5,,,,,
20,9,3721,Siparuna guianensis,2,1.9,2,,,,,
20,9,3722,Siparuna guianensis,5,2.5,3,,,,,
20,10,3723,Amaioua intermedia,7,8.1,8.5,,,,,
20,10,3724,Ocotea corymbosa,13,22.4,26,,,,,
20,10,3725,Anadenanthera falcata,9,18,18.3,,,,,
20,10,3726,Copaifera langsdorffii,4,5.3,6.5,,,,,
20,10,3727,Lacistema hasslerianum,5,5,4.9,,,,,
20,10,3728,Amaioua intermedia,7,8.2,9,,,,,
20,10,3729,Ocotea corymbosa,4,9,10.3,,,,,
20,10,3730,Siparuna guianensis,6,5.3,6,,,,,
20,10,3731,Anadenanthera falcata,9,15.3,16.6,,,,,
20,10,3732,Ocotea corymbosa,12,15.1,16.5,,,,,
20,10,3733,Ocotea corymbosa,6,8.3,9.5,,,,,
20,10,3734,Ocotea corymbosa,10,8.7,10.4,,,,,
20,10,3735,Siparuna guianensis,8,5.8,8,,,,,
20,10,3736,Amaioua intermedia,6,6.7,7.5,,,,,
20,10,3737,Siparuna guianensis,7,6.2,7.3,,,,,
20,10,3738,Siparuna guianensis,8,6.4,7.3,,,,,
20,10,3739,Myrcia fallax,6,8.9,9.5,,,,,
20,10,3740,Amaioua intermedia,5,6.2,6.1,,,,,
20,10,3741,Ocotea pulchella,7,5.7,6.4,,,,,
20,10,3742,Ocotea pulchella,8,10,10.3,,,,,
20,10,3743,Siparuna guianensis,8,5.6,6.3,,,,,
20,10,3744,Amaioua intermedia,6,5.8,6,,,,,
20,10,3745,Machaerium acutifolium,8,16+13.1,21,,,,,
20,10,3746,Amaioua intermedia,8,12.2+8.3,12.6,,,,,
20,10,3747,Machaerium brasiliense,9,8.5,9.4,,,,,
20,10,3748,Amaioua intermedia,5,6.5,6.7,,,,,
20,10,3749,Amaioua intermedia,5,6.3,6.7,,,,,
20,10,3750,Siparuna guianensis,6,2.5,2.9,,,,,
20,10,3751,Siparuna guianensis,4,1.7,1.9,,,,,
20,10,3752,Amaioua intermedia,6,4.9,5.7,,,,,
20,10,3753,Amaioua intermedia,4.5,3,3.2,,,,,
20,10,3754,Siparuna guianensis,6,3.5,4,,,,,
20,10,3755,Tapirira guianensis,3,3,3.1,,,,,
20,10,3756,Siparuna guianensis,2,2.4,2.6,,,,,
20,10,3757,Myrcia venulosa,6,4.2,4.7,,,,,
20,10,3758,Amaioua intermedia,3.5,2.9,2.6,,,,,
20,10,3759,Siparuna guianensis,6,4.5,5.1,,,,,
20,10,3760,Amaioua intermedia,2.2,1.5,1.8,,,,,
21,1,5355,Gochnatia polymorpha,3,5.5+8,10.3,,,,,
21,1,5356,Gochnatia polymorpha,3,5.7+6.1,6.5+8.1,,,,,
21,1,5357,Gochnatia polymorpha,4,10.5+5.3,14.7,,,,,
21,1,5358,Gochnatia polymorpha,3,7.2,9.8,,,,,
21,1,5359,Ocotea corymbosa,6,8.5,9,,,,,
21,1,5360,Ocotea corymbosa,5.5,5.9,6.9,,,,,
21,1,5361,Gochnatia polymorpha,3.5,7.3,10.4,,,,,
21,1,5362,Stryphnodendron rotundifolium,2.7,3.1,5.8,,,,,
21,1,5363,Psidium australe,2,1.1+(1+1.1),5.4+5.3,,,,,
21,1,5364,Myrcia fallax,3,(2.1+1.3)+(1.1+2.5),3+5.3,,,,,
21,1,5365,Campomanesia adamantium,2.1,2.7+2.6+1.2,4.7,,,,,
21,2,5366,Ocotea pulchella,6,(9+7.6)+(7.5),11+8.8,,,,,
21,2,5367,Ocotea corymbosa,6,7.7,9,,,,,
21,2,5368,Stryphnodendron rotundifolium,3,5.4,7.5,,,,,
21,2,5369,Gochnatia polymorpha,4.5,6.3,8.6,,,,,
21,2,5370,Gochnatia polymorpha,4,6.7+5.4,9.3,,,,,
21,2,5371,Gochnatia polymorpha,3.8,7.5,9.6,,,,,
21,2,5372,Gochnatia polymorpha,4.5,11,14.7,,,,,
21,2,5373,Gochnatia polymorpha,4,6.8,8.2,,,,,
21,2,5374,Gochnatia polymorpha,4,7.3,9,,,,,
21,2,5375,Ouratea spectabilis,3.3,7+6.7,9.5,,,,,
21,2,5376,Ouratea spectabilis,3,6,7.1,,,,,
21,2,5377,Gochnatia polymorpha,3.2,5.3,7.3,,,,,
21,2,5378,Gochnatia polymorpha,4,6..9+6.3,8+8.3,,,,,
21,2,5379,Gochnatia polymorpha,4,6.5+6.5,10.9,,,,,
21,2,5380,Gochnatia polymorpha,2,1.9,3,,,,,
21,3,5381,Gochnatia polymorpha,3,4.4,3.6,,,,,
21,3,5382,Gochnatia polymorpha,5,(5+5.5+8.9)+(13),11+13.4,,,,,
21,3,5383,Gochnatia polymorpha,3.5,5.3+8.1,10.8,,,,,
21,3,5384,Gochnatia polymorpha,3.2,5.2,6.9,,,,,
21,3,5385,Gochnatia polymorpha,3.8,7.3,12.1,,,,,
21,3,5386,Gochnatia polymorpha,4.5,9.6+7.3+8.5,17.2,,,,,
21,3,5387,Gochnatia polymorpha,4,5,7,,,,,
21,3,5388,Ocotea corymbosa,4,7,6.1,,,,,
21,3,5389,Ocotea corymbosa,5,9.3,10.6,,,,,
21,3,5390,Gochnatia barrosii,1.9,1.1,23,,,,,
21,3,5391,Ocotea corymbosa,3.5,2.2,2.3,,4.5,,,
21,3,5392,Ocotea corymbosa,2.5,1.7,1.7,4.5,,,,
21,3,5393,Ocotea pulchella,3,(3+2+2.7+4)+(2.7+2.2)+(3.7)+(3.3+1.8+1.8)+(3.5),9+3.6+4.8+4.5+4.5,,,,,
21,3,5394,Campomanesia adamantium,2.8,2.7,2.9,,,,,
21,3,5395,Campomanesia adamantium,2.8,2.5+2.2,4,,,,,
21,3,5396,Campomanesia adamantium,2.6,2.1+1.3,3,,,,,
21,3,5397,Campomanesia adamantium,2.6,1.6,2.1,,,,,
21,3,5398,Campomanesia adamantium,2.5,2,2.4,,,,,
21,3,5399,Campomanesia adamantium,2.5,2+2.2,3.4,,,,,
21,3,5400,Campomanesia adamantium,2,1.5,3,,,,,
21,3,5401,Campomanesia adamantium,2.8,2,4,,,,,
21,4,5402,Gochnatia polymorpha,3.5,7.7,10.2,,,,,
21,4,5403,Gochnatia polymorpha,4,6.5,6.2,,,,,
21,4,5404,Erythroxylum suberosum,2.5,5.2,8.2,,,,,
21,4,5405,Gochnatia polymorpha,3.9,5,8.7,,,,,
21,4,5406,Gochnatia polymorpha,4.2,5.9+6.5,11.1,,,,,
21,4,5407,Myrcia fallax,3.2,3.5+2,5.3,,,,,
21,4,5408,Senna rugosa,1.7,1.1+1.2,1.5,,,,,
21,4,5409,Erythroxylum suberosum,2,(4+2.1+2.5)+(1.1+2.1+2.3+1.8),5+5.9,,,,,
21,4,5410,Ocotea corymbosa,2.3,2.2+1.2,3.3,,,,,
21,4,5411,Ocotea corymbosa,2.4,2.4,3.2,,,,,
21,4,5412,Gochnatia barrosii,2.2,1.1+1.1,1.9+2.7,,,,,
21,5,5413,Gochnatia polymorpha,4,5.2+7.5+5.3+13,22.7,,,,,
21,5,5414,Ocotea corymbosa,5.5,8,8.9,,,,,
21,5,5415,Ocotea corymbosa,7,8.9+7.5,9.8+8.2,,,,,
21,5,5416,Ocotea corymbosa,5.5,6,7.9,,,,,
21,5,5417,Ocotea corymbosa,5.5,5.9,7.1,,,,,
21,5,5418,Gochnatia barrosii,2.2,1,1.8,,,,,
21,5,5419,Aegiphila verticillata,2.8,2.5,3.2,,,,,
21,5,5420,Ocotea corymbosa,2.5,2,2.5,,,,,
21,5,5421,Campomanesia adamantium,1.5,2.1,2.7,,,,,
21,5,5422,Campomanesia adamantium,2.1,2,3,,,,,
21,5,5423,Campomanesia adamantium,1.8,2.5,2.6,,,,,
21,5,5424,Campomanesia adamantium,1.7,2,4,,,,,
21,5,5425,Campomanesia adamantium,1.9,3+2.5,3.5,,,,,
21,5,5426,Campomanesia adamantium,1.8,2.5,2.6,,,,,
21,5,5427,Campomanesia adamantium,2,1.9,3.1,,,,,
21,5,5428,Campomanesia adamantium,2,2,2,,,,,
21,5,5429,Campomanesia adamantium,2.2,2.3,3.5,,,,,
21,5,5430,Campomanesia adamantium,1.9,2.1,2.2,,,,,
21,5,5431,Campomanesia adamantium,1.8,2.1,1.9,,,,,
21,5,5432,Campomanesia adamantium,1.7,1.5,2.2,,,,,
21,5,5433,Campomanesia adamantium,1.9,2.5,2.1,,,,,
21,5,5434,Campomanesia adamantium,1.7,1.6,1.3,,,,,
21,5,5435,Campomanesia adamantium,1.5,1.1,1.5,,,,,
21,5,5436,Campomanesia adamantium,1.7,1,1.9,,,,,
21,5,5437,Campomanesia adamantium,2,3,2.5,,,,,
21,5,5438,Campomanesia adamantium,1.7,1,1.5,,,,,
21,5,5439,Campomanesia adamantium,1.8,3,3,,,,,
21,5,5440,Campomanesia adamantium,1.7,2.2,2.5,,,,,
21,5,5441,Campomanesia adamantium,1.6,1.5,1.6,,,,,
21,5,5442,Campomanesia adamantium,1.5,1.5,2.5,,,,,
